lsid,highway
53254128,residential
53254129,residential
53254131,residential
53255156,service
53255158,residential
53255159,residential
53255160,residential
53255161,residential
53255162,residential
53255165,residential
53255166,residential
53255167,residential
53255168,residential
53255169,residential
53255170,living_street
53255171,residential
53255172,residential
53255173,residential
53255174,residential
53255175,residential
53255176,residential
53255178,residential
53255179,residential
53255180,residential
53255181,residential
53255183,residential
53255184,residential
53255185,residential
53255186,residential
53255187,residential
53255188,residential
53255189,secondary
53255190,residential
53255191,residential
53255192,residential
53255327,residential
53255328,residential
53255329,residential
53255330,residential
53255331,residential
53255332,residential
53255333,service
53255334,residential
53255340,residential
53255341,service
53255343,residential
53255344,service
53255345,service
53255389,service
53255414,service
53255415,service
53255416,residential
53255417,residential
53255418,residential
53255419,service
53255420,service
53255421,service
53255422,residential
53255423,service
53255424,residential
53255425,residential
53255426,residential
53255427,residential
53255435,service
53255436,tertiary
53255437,service
53255438,service
53255600,service
53255623,residential
53255660,service
53255661,service
53255663,service
53255917,service
53255918,service
53255924,service
53255925,service
53255926,service
53256060,service
53256061,service
53256063,residential
53256140,residential
53256141,service
53256142,residential
53256144,residential
53256145,residential
53256146,residential
53256148,service
53256149,residential
53256150,service
53256151,service
53256152,residential
53256153,residential
53256156,residential
53256203,service
53256204,residential
53256205,residential
53256206,tertiary
53256207,residential
53256210,residential
53256212,service
53256213,residential
53256214,residential
53256215,residential
53256216,service
53260155,residential
53260158,residential
53260518,residential
53260519,residential
53260583,service
53289101,residential
53290201,service
53290314,service
53290492,residential
53331148,residential
53331149,secondary
53331150,residential
53331151,residential
53331152,residential
53331153,residential
53331154,tertiary
53331155,residential
53331156,service
53331157,residential
53331158,unclassified
53331159,residential
53331160,residential
53331163,residential
53331164,secondary
53331185,service
53331301,service
53331303,service
53331304,service
53331305,service
53331306,service
53331307,service
53331308,service
53331309,service
53331310,service
53331311,service
53331312,service
53331314,service
53331316,service
53331317,service
53331318,service
53331319,service
53331320,service
53331322,service
53331323,service
53331324,service
53331325,service
53331327,service
53331328,service
53331329,service
53331486,residential
53331488,residential
53331489,residential
53331493,tertiary
53331494,residential
53331496,residential
53331563,residential
53331621,residential
53331622,residential
53331623,residential
53331624,residential
53331627,residential
53331628,residential
53331629,residential
53331631,residential
53331635,residential
53331636,service
53331637,pedestrian
53331638,residential
53331804,residential
53331805,residential
53331806,residential
53331807,pedestrian
53331808,residential
53331915,residential
53331916,residential
53331917,residential
53331918,residential
53331919,residential
53331920,residential
53331921,residential
53331922,residential
53331923,residential
53333866,service
53333867,service
53333868,residential
53333869,residential
53333870,service
53333871,residential
53333872,residential
53333873,residential
53333904,footway
53333905,residential
53333906,service
53333907,residential
53333908,service
53333909,residential
53333910,service
53333950,residential
53333951,residential
53333952,residential
53333953,residential
53333954,residential
53333955,residential
53333956,service
53333957,residential
53333958,residential
53333960,service
53333999,unclassified
53334000,residential
53334001,residential
53334002,residential
53334003,unclassified
53334004,residential
53334007,residential
53334008,residential
53334009,residential
53334010,residential
53334011,residential
53334012,residential
53334013,residential
53334015,residential
53334047,residential
53334048,residential
53334049,residential
53334050,residential
53334051,service
53334052,residential
53334064,residential
53334251,residential
53347776,residential
53347777,residential
53347778,residential
53347779,residential
53347780,residential
53348219,residential
53424699,residential
53425043,service
53425056,residential
53425060,residential
53425061,residential
53425064,service
53425069,residential
53504762,service
53504763,service
53513809,residential
53513810,residential
53513811,residential
53513812,residential
53513813,residential
53513814,residential
53513815,residential
53513816,residential
53513817,pedestrian
53563926,secondary
53584301,footway
53584302,steps
53584303,footway
53584304,footway
53772201,service
53772203,service
53772208,service
53772210,service
53772213,service
53772409,residential
53772410,residential
53772411,residential
53772412,residential
53838554,residential
53838559,service
53838565,service
53838585,residential
53838594,footway
53839240,residential
53839241,residential
53839242,tertiary
53839243,footway
87543171,residential
88206333,service
88337837,service
88337841,service
88337843,service
88337847,service
88571226,residential
88571230,tertiary
88571231,tertiary
88760040,residential
88760041,residential
88760042,residential
88760043,residential
88798440,unclassified
88798441,unclassified
88798442,residential
88798444,residential
88798445,residential
88799823,unclassified
88799824,unclassified
88799826,residential
88799827,unclassified
89200465,secondary
89202790,unclassified
89202791,unclassified
89202792,unclassified
89202793,residential
89202794,residential
89234406,residential
89234408,residential
75786199,pedestrian
75795749,tertiary
75795750,motorway
75795751,tertiary
75795752,motorway
75795754,motorway_link
75795755,motorway
75795759,motorway
75795761,motorway_link
75795762,motorway_link
75795763,motorway
75795764,motorway
75803702,residential
75803703,residential
75803707,service
75803708,residential
75803711,residential
75803714,service
75803716,residential
75803719,residential
75803720,residential
75803721,service
75803934,tertiary
75803935,secondary
75803936,residential
75803937,tertiary
75803939,secondary
75899971,steps
75900266,steps
75900939,service
176487844,residential
176487942,tertiary
176488431,secondary
176499331,residential
176500112,tertiary
176531891,residential
176537860,primary
176541367,primary
176541369,primary
176541370,tertiary
176541372,primary
176541374,primary
176541375,residential
176541376,residential
176541378,primary
176541381,residential
176541383,residential
176541385,primary
176545255,primary_link
176545256,primary_link
176545258,primary
176545268,primary
176545270,primary
176545271,primary
176545272,primary
176545273,primary
176545274,residential
176545275,residential
176545276,residential
176586522,residential
176586528,residential
176921895,path
176921896,path
176979547,tertiary
177130214,secondary
177130219,secondary
177130220,secondary
177130229,service
177134536,unclassified
177135567,secondary
177135568,secondary
177135570,secondary
177136125,secondary
177137603,secondary
177137604,secondary_link
177137715,secondary
177161821,unclassified
177161823,unclassified
177161825,unclassified
177161827,primary
177161828,primary
177161829,unclassified
177161830,unclassified
177319232,residential
177828569,service
178012921,footway
178023412,residential
178023413,unclassified
178023414,residential
178023415,residential
178023416,residential
178027566,residential
178027567,pedestrian
178027568,footway
178027569,footway
178027570,footway
178027571,footway
178027572,path
178027573,steps
178027574,steps
178027575,steps
178027576,service
178027577,steps
178027579,steps
178027581,footway
178027583,path
178183307,service
178183308,service
178183310,service
178183313,residential
178183317,service
178183318,service
178294819,steps
178296586,primary
178296740,service
178310889,footway
178339289,path
178475478,residential
178605517,service
178605522,service
178605523,service
178646018,steps
178646019,footway
178646020,steps
178646021,steps
178646022,steps
178646023,steps
178672575,pedestrian
178672577,residential
178672579,footway
178672580,steps
178679255,service
178679257,pedestrian
127196463,footway
127207729,service
127207730,steps
127298340,service
127347610,trunk_link
127348497,trunk_link
127348499,trunk_link
127348500,trunk_link
127475170,trunk_link
127475171,trunk_link
127475172,trunk_link
127605734,service
128380240,residential
128380430,residential
128380431,service
128380611,service
128397241,service
128397243,footway
128397244,footway
128397245,service
128397247,service
128397248,service
128397249,residential
128397250,service
128461009,service
128491826,unclassified
128491827,unclassified
128491828,service
128491829,service
128491830,service
128491831,service
128491832,service
128491833,service
128491834,service
128491835,service
128504821,service
128504822,service
128504823,service
128505262,residential
128505263,residential
128505265,residential
128505266,residential
128505271,residential
128505274,residential
128909157,service
128911022,service
128911032,service
128911034,service
128911036,service
128911037,service
162870380,footway
162917297,footway
162917302,pedestrian
163033570,residential
163205996,footway
163205997,steps
163494624,residential
163698645,footway
163969435,steps
163969436,footway
163969437,steps
163969438,footway
165032587,residential
597806771,pedestrian
597991395,residential
598291611,residential
598470128,residential
603152325,path
603152326,path
603501666,service
603501667,service
603501680,service
603501741,secondary
603501742,secondary
603501809,residential
603501810,residential
603501811,residential
603501824,residential
603501825,residential
603501851,primary
603501852,primary
603501853,primary
603501854,primary
603501862,residential
603501863,residential
604394205,primary
604394206,primary
604907821,secondary
604907825,secondary
604907829,secondary
604907835,secondary
604908286,service
605285355,footway
109380312,service
109384253,unclassified
109917991,residential
110777340,residential
110777341,tertiary
110852087,unclassified
111064968,pedestrian
111064969,residential
111064973,pedestrian
111066802,pedestrian
111303282,residential
587333076,unclassified
587333077,unclassified
588220276,secondary
588220277,secondary
588220279,residential
588220281,service
588220282,service
588220283,service
588220286,residential
588220287,secondary
588220289,secondary
589708612,steps
589708613,residential
589708614,service
589708615,service
589964544,service
668653408,footway
668653409,footway
668653410,footway
668653411,residential
668890445,motorway
668890446,motorway_link
668890447,motorway_link
669125523,footway
669125524,steps
669125525,service
669125528,service
669125553,footway
669125555,service
669182012,residential
669371188,service
669371191,service
669371192,path
669371193,path
669371194,path
669371195,footway
669371196,service
669371197,service
669371198,service
669371200,residential
669371202,residential
669371203,residential
669371204,residential
669371205,residential
669371206,footway
670235389,motorway_link
670235391,motorway
670235394,motorway_link
670235397,motorway
670676005,primary
670718530,service
670724039,footway
670724040,path
670724041,path
670724042,footway
670724133,path
671131664,footway
671131665,footway
671131666,steps
671131667,footway
671807295,footway
672143867,service
672143868,service
672143869,service
672635988,service
672635989,service
672635990,service
672635991,service
672635992,service
672670469,service
672670470,secondary
672670471,footway
672670472,footway
672670473,footway
672670474,footway
672670475,service
672670476,footway
672670482,secondary
672670488,steps
672670489,footway
672670490,footway
672670491,footway
672670492,footway
672670493,steps
672670495,footway
672670501,living_street
672670502,footway
672670503,steps
672670504,footway
672670505,footway
672670506,footway
672670507,steps
672670508,footway
672670509,steps
672670510,footway
672670511,service
672670512,footway
672670513,footway
672670514,living_street
672670515,tertiary
672670516,tertiary
672670517,tertiary
672670518,unclassified
225970940,cycleway
226096332,residential
226106313,steps
226129903,service
226129904,service
226129905,service
226129906,service
226149574,residential
226309923,residential
226309924,residential
226309925,residential
226309926,residential
226309927,residential
226309928,residential
226309929,residential
226309930,residential
226309931,residential
226309932,residential
226309933,residential
226309934,residential
226363785,footway
226407347,footway
226407350,footway
226407351,footway
226407352,footway
226407354,footway
226418285,footway
226418286,footway
226418287,service
226418288,footway
226418289,footway
226418290,service
226418291,footway
226418292,service
226418293,service
226418294,footway
226418295,service
226418296,footway
226418297,footway
226429451,footway
226429455,footway
226566777,service
226566778,service
226566792,service
226711930,tertiary
226711931,tertiary
226711932,residential
226711933,residential
226711935,tertiary
226711936,service
226738140,motorway_link
226740633,residential
226740635,tertiary
226740637,tertiary
226740638,residential
226741838,tertiary
226741839,tertiary
226764825,residential
226764826,residential
226765789,service
226974883,footway
226974885,steps
227020555,footway
227020556,service
227020557,footway
227020558,service
227020559,footway
227139603,service
227139604,service
227139605,service
227173042,steps
227173043,footway
227173044,footway
227173045,steps
227793823,unclassified
227831568,pedestrian
227831569,footway
227831572,footway
227831573,footway
227831574,footway
227831575,pedestrian
227831576,service
227831577,pedestrian
227831578,footway
227831579,footway
227831580,footway
227831581,service
227831582,service
227831583,pedestrian
227831584,footway
227837960,service
227837961,service
227837964,service
227837965,service
227837966,service
227837968,service
227935869,footway
227936288,footway
227936289,footway
227936290,footway
227936291,footway
227936292,footway
227936293,footway
227936294,footway
227936295,footway
227936296,footway
227936297,footway
227936298,footway
227936299,footway
227936300,footway
227936301,footway
227937816,service
227937948,footway
227937949,steps
227938530,steps
227939589,steps
227939590,service
227941477,footway
227941478,service
227942481,secondary
227942482,secondary
227944229,footway
227944230,footway
227944231,footway
227944232,footway
227945289,service
227945403,service
227946121,footway
227946122,footway
227946123,footway
227946124,footway
227946125,footway
227946126,footway
227947062,footway
227950827,pedestrian
227954231,footway
227954242,footway
227954247,footway
227955292,pedestrian
227963631,footway
227964134,service
227964135,service
227965587,footway
227965588,footway
227965589,footway
227965591,footway
227965592,footway
227965593,steps
227965594,footway
227965596,steps
227965598,footway
227967663,service
227969040,footway
227969883,footway
227969885,footway
227969886,footway
227969887,footway
227969888,footway
227969890,footway
227969892,footway
227969893,footway
227969895,footway
227969896,footway
227969897,footway
227969898,footway
227969899,footway
227969900,footway
227969901,footway
227969902,footway
227969903,footway
227972448,footway
227995929,steps
227995931,footway
228009230,footway
228010061,service
228041183,footway
228041184,footway
228041186,footway
228041188,steps
228041189,footway
228041190,footway
228041191,footway
228041192,steps
228043443,steps
228043444,service
228043445,footway
479703100,path
479703113,steps
479703124,steps
479703147,path
479703158,steps
479703170,path
479703173,track
479703174,path
479703175,track
479703176,path
479703178,path
479741187,secondary
480195701,residential
480195765,service
480195767,service
480641993,secondary
480641994,secondary
480641995,secondary
480641996,secondary
480642002,path
480642003,footway
480642004,steps
480642005,service
480642007,service
480642008,service
480642009,secondary
480642010,service
480642014,service
480642015,service
480642017,path
482081863,service
482081864,service
482698929,service
482698931,footway
482698932,service
482698933,service
204237405,residential
204237408,residential
204237409,footway
204248828,pedestrian
204248829,residential
204264507,footway
204264508,footway
204264510,steps
204264511,footway
204958543,footway
205222244,tertiary
432625982,tertiary
432625983,unclassified
432626018,footway
432626019,cycleway
432626020,unclassified
432626021,footway
432626022,footway
432626023,footway
432626024,footway
432736754,unclassified
432736763,tertiary
432736833,service
432837447,unclassified
433010918,secondary
433476452,platform
434798483,residential
434798485,residential
434798488,residential
434798489,path
434798493,path
434808517,motorway
434808518,motorway_link
434808519,tertiary
434808520,tertiary
434808521,tertiary
434808522,tertiary
434808523,secondary
434808527,platform
434808528,platform
434808529,platform
434808530,residential
434808536,platform
434808549,service
434808552,platform
434808553,platform
434808558,service
434808575,service
434808576,service
434808577,motorway
434808578,cycleway
434811646,residential
434811647,residential
434811649,secondary
434811650,secondary
434811651,secondary
434811652,residential
434811653,tertiary
434856040,platform
434856047,platform
434856048,platform
434856051,footway
434856052,footway
434856054,footway
434856055,footway
434856056,footway
434856057,residential
434856058,residential
434909549,service
434920030,secondary
434920050,primary
434920057,service
434920058,residential
435000207,platform
435000210,pedestrian
435000211,pedestrian
435000212,footway
435000213,pedestrian
435000216,footway
435000217,footway
435197332,tertiary
435197335,tertiary
435197348,service
435543105,tertiary
435543106,tertiary
435543107,tertiary
435543108,tertiary
435543109,platform
435543114,platform
435543119,residential
435543126,residential
435543127,residential
435543128,residential
435543129,residential
435543140,residential
435543141,tertiary
435543142,tertiary
435543143,pedestrian
435543144,residential
435543167,pedestrian
435543171,footway
435543174,steps
435547171,primary
435705770,platform
435705778,service
435705779,service
435705780,service
435705788,tertiary
435705796,platform
435705814,platform
435705852,service
435705853,service
435705854,service
435705855,residential
435705856,service
435871877,platform
435871878,platform
435871879,platform
435871888,steps
435871889,steps
435871890,footway
435871892,steps
435871893,footway
436017059,platform
436017061,platform
436017062,platform
436017063,platform
436061029,tertiary
436061030,tertiary
436061031,tertiary
436070550,service
436070552,tertiary
436070553,service
436195779,motorway
436195780,motorway
436195782,tertiary_link
436195783,tertiary_link
436195784,motorway_link
436195785,path
436469874,secondary
313011787,tertiary
313011788,tertiary
313011789,tertiary
313011790,tertiary
313025057,service
313025058,service
313025059,residential
313104495,steps
313110244,footway
313118334,residential
313118336,residential
313135742,residential
313138483,unclassified
313138484,unclassified
313138485,service
313207973,footway
313209925,steps
313210331,steps
313210332,footway
313210707,footway
313211555,residential
313354304,residential
313354307,service
313522840,residential
313523154,footway
313524424,footway
313710120,service
314359677,footway
314359867,service
314359868,service
314360247,service
314360248,service
314360249,footway
314360615,living_street
314360617,living_street
314360619,footway
314360620,service
314360828,service
314360829,service
314731513,residential
535979190,footway
536070888,service
536070889,service
536070890,service
536070891,service
536070892,service
536070893,service
536070895,service
536070896,service
536070897,service
536070898,service
536070899,service
536070900,service
536070901,service
536070903,service
536070904,service
536070905,service
536070906,service
536070907,service
536070908,service
536403464,footway
536429567,footway
536429953,footway
537107154,service
537107157,service
537107160,service
537111428,service
537111430,service
537357930,service
537357931,residential
537357932,service
537357933,residential
538515293,service
538515294,service
538515295,service
538515596,footway
538515597,footway
538516520,service
539254818,secondary
539254826,secondary
539254834,secondary
539593896,tertiary
539593897,tertiary
539593899,tertiary
539593900,secondary
539727566,service
539887536,footway
539887545,footway
539887548,service
539887552,service
539887554,service
539887558,service
539887559,service
539887560,service
540006319,residential
540006320,residential
540006321,tertiary
540006322,tertiary
540006323,tertiary
540006324,tertiary
540006325,tertiary
540006326,tertiary
540006327,tertiary
540006328,tertiary
540006384,service
540006385,unclassified
540006386,unclassified
540006387,tertiary
540006388,footway
540006389,footway
540006390,unclassified
322020385,cycleway
322020386,cycleway
322198758,service
322519039,steps
323014918,motorway_link
323014919,tertiary
323014921,trunk_link
323014923,motorway_link
323014924,motorway_link
323014925,motorway_link
323093067,footway
323093591,residential
323093592,residential
323215974,cycleway
323976117,residential
323986340,service
323986341,service
323986342,service
323991799,residential
324009946,pedestrian
324010753,tertiary
324010755,tertiary
324010757,tertiary
324010759,secondary
324020214,footway
324023865,residential
408894012,tertiary
408894014,pedestrian
408894015,steps
408894016,steps
408894017,pedestrian
408894018,pedestrian
408894019,pedestrian
408894021,pedestrian
408894022,service
408894023,service
408894024,service
408894025,service
408894026,service
408903560,footway
408903561,footway
408903562,service
408903563,footway
409039642,pedestrian
409039643,footway
409039644,footway
409073032,footway
409073033,footway
409075397,pedestrian
409081895,footway
409083057,service
409083058,service
409083059,footway
409085081,service
409304976,footway
409316256,footway
409316894,footway
409318874,footway
409318875,footway
409318876,footway
409318877,footway
409318878,footway
409318879,footway
409322197,footway
409322422,footway
409322423,footway
409322424,footway
410060301,residential
410070847,tertiary
410070848,residential
410070849,residential
410070850,unclassified
410070856,service
410070857,service
410219762,primary
410219765,service
410248192,residential
410250220,unclassified
410250221,unclassified
410250222,pedestrian
410250223,residential
410315725,residential
410315726,service
410617120,residential
410617121,residential
410617122,service
410617123,service
410894590,primary_link
410894591,primary
410894592,primary
410894593,residential
410894594,primary_link
410894596,service
410894597,service
436967666,residential
436967667,residential
436967668,tertiary
436967669,tertiary
436967670,tertiary
436967678,tertiary
436967679,tertiary
436967707,residential
436967709,platform
436967712,unclassified
436967713,residential
436967714,unclassified
436967721,residential
437318604,secondary
437318605,tertiary
437449396,residential
437449397,residential
437449398,residential
437449402,residential
437449409,residential
437449413,residential
437449418,residential
437449421,service
437449461,service
437449462,steps
437449463,service
437449464,pedestrian
437449465,residential
437449466,footway
437449467,service
437449468,service
437449469,service
437449470,footway
437481588,tertiary
437481589,secondary
437481592,tertiary
437481593,residential
437481594,secondary
437481595,secondary
437481596,secondary
437481599,platform
437481607,platform
437481608,platform
437481664,footway
437481667,footway
437481672,steps
437656576,primary
437656580,primary
437656615,platform
437656619,tertiary
437656649,residential
437670365,secondary
437670369,secondary
437670378,unclassified
437670388,platform
437670389,platform
437670390,platform
437670393,tertiary
437873458,platform
437873459,platform
437873474,residential
437880839,tertiary
437880840,tertiary
437880841,secondary
437880842,secondary
437880844,primary
437880847,residential
437880852,tertiary
437880860,tertiary
437987138,residential
437987139,service
437987140,residential
437987141,service
437987146,residential
437987147,residential
437987148,residential
437987149,residential
437987150,residential
437987151,residential
437987154,residential
437987155,residential
437987156,service
437987157,residential
437987160,steps
437987249,residential
437987265,residential
437987266,steps
438014971,platform
438014972,platform
438015002,tertiary
438015005,service
438028572,tertiary
438028654,service
438028655,service
438032854,residential
438032858,unclassified
438290505,pedestrian
438290506,steps
438575227,residential
438575240,residential
438575256,residential
438575271,footway
438575310,residential
438575863,service
438575877,service
438575892,service
438575905,footway
438575919,steps
438575932,steps
438575946,service
438575960,footway
438575981,residential
438576003,service
438576020,service
438576037,service
438576053,service
438576063,service
438576073,footway
438576083,service
438576094,service
438576105,service
438576116,service
438576127,service
440004362,residential
440004411,service
440004412,steps
440004413,steps
440004414,service
440004415,footway
440004416,footway
440004417,footway
440004418,service
440004419,service
802209217,path
802209218,path
802209219,path
802209220,path
802209221,path
802209222,path
802209223,path
802214254,service
802214255,service
802214256,service
802215315,path
802215316,cycleway
802215317,path
802215318,path
802217661,path
802272416,residential
802706371,residential
802757147,residential
803399273,service
803399274,service
806131558,tertiary
806131560,footway
806131562,footway
806131563,footway
806131564,service
806398731,service
806398732,footway
806406881,service
836796624,residential
837533997,service
837534001,service
838973017,footway
838973018,steps
838973019,footway
839000262,cycleway
839000263,cycleway
839004456,footway
839004457,pedestrian
839004458,steps
839004459,footway
839004460,steps
839428063,service
839435949,service
839435950,service
839439476,secondary
839439477,secondary
839451238,residential
839460569,secondary
839460570,secondary
839460571,secondary
839645522,footway
839645523,footway
839645524,footway
839645525,steps
839645526,footway
839645527,steps
839645528,footway
839645529,steps
839645530,footway
839645531,footway
839645532,footway
839645533,footway
839809330,service
839809337,service
839809338,service
839889794,service
839889795,service
839889796,service
839891159,footway
839891160,steps
839891161,steps
839891162,footway
839897089,footway
839897090,secondary
839897091,service
839897092,footway
839897093,footway
839897094,footway
839897097,footway
839907334,footway
839907335,steps
839907336,footway
839907337,steps
839907342,footway
839907343,footway
839907344,service
839907345,service
839907346,service
839907347,service
839907348,service
839907349,service
839907350,footway
839907351,footway
839907352,footway
839907353,footway
839907354,footway
839907355,steps
839907356,steps
839907357,service
839908541,service
839967746,footway
839967747,footway
839967748,footway
839967749,service
839967750,service
839967751,service
839971628,footway
839971629,secondary
839971630,secondary
839971631,service
839971632,footway
839971633,service
839971634,footway
839971637,footway
839971638,service
839971639,footway
839973460,secondary
839973461,footway
839973462,secondary
839973463,footway
839973464,tertiary
839973467,footway
839973468,secondary
839973469,footway
839973470,service
839973471,secondary
839973472,footway
839973473,secondary
839973474,residential
839973475,corridor
839973477,corridor
839973479,footway
839973481,corridor
839973839,steps
840521464,pedestrian
840521465,footway
840521466,footway
840521467,tertiary
840521468,tertiary
840521469,tertiary
840521471,footway
840847497,secondary
840851297,service
840888418,service
840889785,service
840890689,footway
840890690,footway
840945444,residential
840945445,residential
840946389,footway
840946390,footway
840947488,residential
841438465,steps
841438466,footway
841438467,footway
841438468,service
841438469,service
841440175,footway
841761567,residential
738223362,service
738223364,service
738223365,service
738223366,service
738223373,service
738223374,service
738223375,service
738223381,service
738223382,residential
738223383,footway
738223384,footway
738223385,service
738223388,service
738223390,service
738223391,service
738223392,residential
738223395,footway
738223406,service
738223408,service
738223410,service
738223412,service
738223413,service
738223417,service
738223418,service
738223419,service
738223420,service
738223421,service
738223422,service
738223423,service
738223424,service
738467009,tertiary
738887033,service
738887034,service
738887035,service
738887036,service
738887037,service
738887038,service
738887039,service
738887040,service
738887041,service
738887042,service
738887043,service
738887044,service
738887045,service
741132778,steps
741132779,steps
741132780,footway
741132781,footway
741132782,service
741132783,living_street
741132784,residential
741132785,living_street
741132786,residential
741132787,residential
741132788,residential
741132789,residential
741132790,residential
741132791,residential
741132792,pedestrian
741132793,residential
741132794,service
741825125,footway
741827332,footway
956282735,path
956282736,path
956282737,path
956282738,path
956282739,path
957555346,footway
957555347,footway
957555348,footway
957555349,footway
957555350,footway
957555353,footway
957555355,footway
957555356,path
957555357,footway
959788578,path
959788579,footway
959788580,footway
959788581,residential
959788582,residential
959788583,residential
959788584,residential
959788586,residential
959788587,footway
959788588,path
732351036,track
732662359,residential
732662360,residential
732893383,service
732893384,service
732893385,secondary
732893386,secondary
732893387,secondary
732893388,residential
732893390,secondary
732893391,residential
732893392,residential
732893394,residential
732893395,residential
732893396,residential
732893397,residential
732893398,residential
732893400,residential
732893402,service
732893403,service
732893405,service
732893406,service
732893407,service
732893408,footway
732893410,secondary
732893412,service
732893413,tertiary
733773965,service
733773986,service
733773987,service
733773988,service
733773995,service
733773997,service
733773998,service
733773999,service
734398187,service
734398189,service
734398191,service
734398192,service
734398193,service
734398196,service
734398197,service
734398198,service
734398199,service
734398201,service
734398205,service
734398206,residential
734398207,residential
734398208,service
734398209,service
734398210,service
734398211,service
734398215,service
734398216,service
734398217,unclassified
734398218,service
734398219,service
734888480,service
734888489,residential
734888490,residential
736121163,service
736121165,footway
736121167,service
736121169,footway
736121170,footway
736121172,footway
736485775,service
736485776,residential
736485777,service
736485778,service
736485779,service
736485780,service
736485781,residential
736485782,service
736485783,service
736485784,residential
736791733,service
736791734,service
736791735,unclassified
736791738,service
736791740,pedestrian
736791742,service
736791743,service
736791744,service
736791745,service
736791746,service
736791747,pedestrian
736791749,service
736791750,service
736791751,service
736791752,service
736791753,service
736791754,service
736791756,service
736791757,service
736837604,residential
62093303,residential
62094078,residential
62094259,residential
62112626,residential
1001238887,service
1001238888,footway
1003233933,unclassified
1005013572,service
1005013573,service
1005013574,service
1005013575,service
1005013576,service
1005064867,motorway
1009974662,footway
1009974663,service
1009974664,service
1009974670,service
1010252266,service
1010252269,service
1010252270,service
1010480995,footway
1011449645,residential
1011455469,service
1011455471,service
1011533104,secondary
1011533105,footway
1011533106,footway
1011533107,unclassified
1011533108,unclassified
1012824487,tertiary
1012824488,tertiary
1012832658,footway
1012832659,steps
1012832662,footway
1013124152,service
1013124153,service
1013124154,service
1013258622,track
1013530593,service
1013530876,service
1013538004,footway
1013540237,service
1013540238,service
1013540239,service
1013540240,service
1013540241,service
1013540242,service
1013540243,service
1013549939,service
1013549940,service
1013549941,service
1013809502,service
1013809503,service
1013809504,service
1013809505,service
1013809506,service
1013809507,service
1013809508,service
1013809509,service
1013809510,service
1013809530,service
1013809531,service
1013809532,service
1013809533,service
1013809534,service
1013809535,service
1013809536,steps
1013809538,service
1013809539,service
1013809540,service
1013809543,service
277588587,steps
277653364,residential
278316418,residential
278318683,secondary
278318684,tertiary
278318685,secondary
278603134,service
278603135,residential
278603140,residential
278603142,residential
278603143,unclassified
278603144,service
278603145,residential
27773205,residential
27773214,residential
27773230,residential
27773235,unclassified
27773241,residential
27773247,residential
27773251,residential
27773317,residential
27773323,residential
27773363,residential
27773395,residential
27773399,residential
27773401,residential
27773412,residential
27773413,residential
27773417,residential
27773439,residential
27773445,residential
27773456,residential
27773458,residential
27773467,residential
27773469,residential
27773471,residential
27773487,residential
27773490,residential
27773491,residential
27773502,tertiary
27773503,tertiary
27773509,tertiary
27773510,footway
27773511,residential
27773512,residential
27773519,unclassified
27773523,unclassified
27773525,unclassified
27773529,tertiary
27773532,residential
27773534,residential
27773536,residential
27773538,residential
27773539,service
27773541,residential
27773542,residential
27773543,residential
27773550,residential
27773552,residential
27773558,residential
27773562,residential
27773564,service
27773573,residential
27773575,residential
27773581,residential
27773582,tertiary
27773583,residential
27773584,residential
27773585,residential
27773593,unclassified
27773594,unclassified
27773597,service
27773602,residential
27773603,unclassified
27773606,residential
27773684,residential
27773707,residential
27773712,residential
27773718,residential
27773720,residential
27773721,residential
27773748,secondary
27773750,residential
27773752,tertiary
27773796,residential
27773801,secondary
27773808,residential
27773812,residential
27773818,residential
27773852,residential
27773910,residential
27773918,residential
27773923,residential
27773961,tertiary
27773968,tertiary
27773973,residential
27773991,unclassified
27774016,residential
27774023,motorway
27774024,motorway
27774043,tertiary
27774107,residential
27774135,primary
27774140,tertiary
27774224,tertiary
27774360,motorway_link
27774375,motorway
27774377,motorway
27774380,motorway
27774422,unclassified
27774440,residential
27774456,residential
27774467,residential
27774470,motorway
27774471,motorway
27774473,motorway
27774494,residential
27774532,service
27774535,service
27774537,service
27774540,service
27774556,service
27774596,unclassified
27774597,tertiary
27774599,tertiary
27774653,residential
27774656,tertiary
27774659,unclassified
27774665,unclassified
27774669,residential
27774677,unclassified
27774691,steps
27774697,residential
27774952,tertiary
27774964,tertiary
27774979,tertiary
27774991,tertiary
27775030,tertiary
27775036,tertiary
27775053,unclassified
27775080,residential
27775098,residential
27775252,residential
28071701,residential
28071702,residential
28071704,residential
28071795,residential
28071812,residential
28071814,residential
28071824,residential
28071825,residential
28072159,tertiary
28115766,residential
28115778,tertiary
28116272,secondary
28116289,secondary
28116294,residential
28116296,residential
28116299,residential
28116307,unclassified
28116327,secondary
28116348,unclassified
28116414,unclassified
28116468,residential
28116472,tertiary
28116475,residential
28116496,residential
28116499,residential
28116516,tertiary
28116626,secondary
28116652,unclassified
28116671,unclassified
28116682,unclassified
28116692,unclassified
28116693,unclassified
28116712,unclassified
28116713,unclassified
28116738,residential
28116753,residential
28117103,residential
28117115,unclassified
28117117,unclassified
28117121,secondary
28117153,motorway_link
28117167,primary
28117218,motorway_link
28117235,secondary
28117250,residential
28117252,residential
28117255,residential
28117260,residential
28117261,residential
28117276,footway
28117354,residential
28117357,residential
28117381,pedestrian
28117392,residential
28117432,residential
28117449,residential
28117451,tertiary
28117465,residential
28117472,tertiary
